id;sku;lot;name;auction_url;auction_end;current_auction_eur;auction_fee_rate_percent;auction_fees_eur;vat_status;vat_rate_percent;vat_eur;purchase_total_eur;photo_count;quick_sale_lot_eur;normal_resale_gross_eur;quick_margin_before_other_costs_eur;normal_margin_before_other_costs_eur;confidence_percent;demand;estimated_sale_days_min;estimated_sale_days_max;valuation_method;main_risks;device_checks;source_ids;source_titles;source_urls
302446;260633BR302446;281;Lot de 11 ordinateurs portables TOSHIBA R40;https://encheres-domaine.gouv.fr/lot/lotde11pcportabletoshiba-1.html;2026-09-17T08:00:00+00:00;260.0;11.0;28.6;non_mentionnee;;0.0;288.6;1;495;825;206.4;536.4;67;faible;30;120;"45 EUR/unité en lot; 75 EUR/unité après test et nettoyage.";Core i3 de génération non précisée, HDD 500 Go, batterie inconnue.;[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302443;260633BR302443;282;Lot de 20 ordinateurs portables TOSHIBA R40;https://encheres-domaine.gouv.fr/lot/lotde20pcportabletoshiba-1.html;2026-09-17T08:00:00+00:00;500.0;11.0;55.0;non_mentionnee;;0.0;555.0;2;900;1500;345.0;945.0;67;faible;30;120;"45 EUR/unité en lot; 75 EUR/unité après test et nettoyage.";Core i3 de génération non précisée, HDD 500 Go, batterie inconnue.;[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302442;260633BR302442;283;Lot de 6 ordinateurs portables DYNABOOK Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde6pcportabledynabook-1.html;2026-09-17T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;3;720;1020;498.0;798.0;70;moyenne;14;60;"120 EUR/unité en lot; 170 EUR/unité testée avec chargeur et sacoche.";État batterie et génération exacte du Core i3 à confirmer.;[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302440;260633BR302440;284;Lot de 17 ordinateurs portables DYNABOOK Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde17pcportabledynabook-1.html;2026-09-17T08:00:00+00:00;1000.0;11.0;110.0;non_mentionnee;;0.0;1110.0;3;2210;3060;1100.0;1950.0;70;moyenne;14;75;"130 EUR/unité en lot; 180 EUR/unité testée avec chargeur/sacoche.";"État batteries non documenté; forte quantité du même modèle sur le marché local.";[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302439;260633BR302439;285;Lot de 20 ordinateurs portables DYNABOOK Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde20pcportabledynabook-sacoches-1.html;2026-09-17T08:00:00+00:00;1200.0;11.0;132.0;non_mentionnee;;0.0;1332.0;4;2600;3600;1268.0;2268.0;70;moyenne;14;75;"130 EUR/unité en lot; 180 EUR/unité testée avec chargeur/sacoche.";"État batteries non documenté; forte quantité du même modèle sur le marché local.";[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302437;260633BR302437;286;Lot de 21 ordinateurs  portables  DYNABOOK Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde21pcportabledynabook-sacoches-1.html;2026-09-17T08:00:00+00:00;600.0;11.0;66.0;non_mentionnee;;0.0;666.0;3;2300;3150;1634.0;2484.0;68;moyenne;14;75;"110 EUR/unité en lot; 150 EUR/unité testée pour le C40-H-115.";Génération plus ancienne et état batteries non documenté.;[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302436;260633BR302436;287;Lot de 11 ordinateurs portables DYNABOOK  Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde11pcportabledynabook-sacoches-1.html;2026-09-17T08:00:00+00:00;650.0;11.0;71.5;non_mentionnee;;0.0;721.5;4;1430;1980;708.5;1258.5;70;moyenne;14;75;"130 EUR/unité en lot; 180 EUR/unité testée avec chargeur/sacoche.";"État batteries non documenté; forte quantité du même modèle sur le marché local.";[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302434;260633BR302434;288;Lot de 19 ordinateurs portables DYNABOOK;https://encheres-domaine.gouv.fr/lot/lotde19pcportabledynabook-sacoches-1.html;2026-09-17T08:00:00+00:00;1100.0;11.0;121.0;non_mentionnee;;0.0;1221.0;4;2470;3420;1249.0;2199.0;70;moyenne;14;75;"130 EUR/unité en lot; 180 EUR/unité testée avec chargeur/sacoche.";"État batteries non documenté; forte quantité du même modèle sur le marché local.";[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302433;260633BR302433;289;Lot de 16 ordinateurs portables DYNABOOK  Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde16pcportabledynabook-sacoches-1.html;2026-09-17T08:00:00+00:00;950.0;11.0;104.5;non_mentionnee;;0.0;1054.5;4;2080;2880;1025.5;1825.5;70;moyenne;14;75;"130 EUR/unité en lot; 180 EUR/unité testée avec chargeur/sacoche.";"État batteries non documenté; forte quantité du même modèle sur le marché local.";[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302432;260633BR302432;290;Lot de 10 ordinateurs portables DYNABOOK Satellite Pro C40;https://encheres-domaine.gouv.fr/lot/lotde10pcportabledynabook-1.html;2026-09-17T08:00:00+00:00;600.0;11.0;66.0;non_mentionnee;;0.0;666.0;4;1300;1800;634.0;1134.0;70;moyenne;14;75;"130 EUR/unité en lot; 180 EUR/unité testée avec chargeur/sacoche.";"État batteries non documenté; forte quantité du même modèle sur le marché local.";[];lbc_dell_7490;"[""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
302420;260633BR302420;291;Lot de 59 PC fixes;https://encheres-domaine.gouv.fr/lot/lotde59pcfixes-1.html;2026-09-17T08:00:00+00:00;300.0;11.0;33.0;non_mentionnee;;0.0;333.0;6;3500;6000;3167.0;5667.0;58;faible;45;180;Valorisation moyenne 60-100 EUR par tour selon configuration, avec décote logistique.;CPU/RAM/stockage non détaillés, câbles absents, transport de 59 unités.;[];bm_e595;"[""Lenovo ThinkPad E595 Ryzen 5 16/256 — Back Market""]";https://www.backmarket.fr/fr-fr/p/lenovo-e595-15-ryzen-5-3500u-ghz-ssd-256-go-16-go/7c3dcefc-9ebf-48df-8d27-50ff8082cddb
338394;260833BA338394;300;Trottinette électrique WISPEED X1030;https://encheres-domaine.gouv.fr/lot/trottinette-electrique-wispeed-x1030.html;2026-09-17T08:00:00+00:00;40.0;11.0;4.4;non_mentionnee;;0.0;44.4;10;120;220;75.6;175.6;69;moyenne;14;60;Valeur d'une X1030 non testée avec petit défaut mécanique, contre une revente testée.;"Batterie et moteur non testés; vis de guidon manquante; transport contraignant.";[];;[];
300850;260433BA270842;302;Drone DJI Matrice 210;https://encheres-domaine.gouv.fr/lot/drone-dji-matrice-210-1.html;2026-09-17T08:00:00+00:00;1000.0;11.0;110.0;non_mentionnee;;0.0;1110.0;11;1800;3000;690.0;1890.0;56;faible;45;240;"Plateforme M210, Cendence, écran, batteries et valise; décote forte car sans caméra/payload récent.";Ancienne plateforme entreprise, batteries TB55 vieillissantes, aucune caméra Zenmuse listée, marché étroit.;[];;[];
297104;260633BA297104;304;TV LG et console de jeu SONY PS5;https://encheres-domaine.gouv.fr/lot/lot-tv-lg-et-console-de-jeu-ps5.html;2026-09-17T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;3;250;420;139.0;309.0;70;forte;7;30;"PS5 et deux manettes dominent la valeur; TV LG endommagée presque sans valeur.";"PS5 non testée et sans câble; TV rayée et pieds défectueux.";[];lbc_ps5,lbc_ps5_bundles;"[""Console Sony PS5 d'occasion — leboncoin"", ""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Asony%2Bconsole_model%3Aps5 | https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
297230;260633BA297230;305;Lot TV SONY, console de jeu SONY PS4 et jeux vidéos;https://encheres-domaine.gouv.fr/lot/lot-tv-sony-console-de-jeu-ps4-et-jeux-videos.html;2026-09-17T08:00:00+00:00;80.0;11.0;8.8;non_mentionnee;;0.0;88.8;7;220;350;131.2;261.2;66;moyenne;14;60;PS4, deux manettes, home-cinéma et 17 jeux anciens valorisés séparément.;"Jeux de plateformes différentes; TV ancienne sans télécommande.";[];lbc_ps5_bundles;"[""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
324131;260733BA324131;306;Lot TV et consoles de jeux;https://encheres-domaine.gouv.fr/lot/lot-tv-et-consoles-de-jeux.html;2026-09-17T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;4;300;520;244.5;464.5;67;moyenne;14;60;PS4, Xbox One S et TV 55 pouces, avec décote de lot encombrant.;"Deux consoles non testées; TV sans télécommande; enlèvement local.";[];lbc_ps5_bundles,lbc_xbox_s;"[""PS5 avec jeux et manettes — leboncoin"", ""Xbox Series S d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes | https://www.leboncoin.fr/c/consoles/console_brand%3Amicrosoft%2Bconsole_model%3Axboxseriess%2Bvideo_game_type%3Aconsole
324273;260733BA324273;307;Lot TV SAMSUNG et consoles de jeux;https://encheres-domaine.gouv.fr/lot/lot-tv-samsung-et-console-de-jeux.html;2026-09-17T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;4;280;500;224.5;444.5;64;moyenne;14;75;Deux PS4 et deux manettes représentent l'essentiel de la valeur.;"Consoles non testées; TV rayée et encombrante.";[];lbc_ps5_bundles;"[""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
324364;260733BA324364;308;Lot TV LG et console de jeux;https://encheres-domaine.gouv.fr/lot/lot-tv-lg-et-console-de-jeux.html;2026-09-17T08:00:00+00:00;30.0;11.0;3.3;non_mentionnee;;0.0;33.3;4;150;260;116.7;226.7;68;moyenne;14;60;"PS4 avec manette; TV décotée pour défaut de dalle.";"Console non testée; ligne verticale de pixels sur la TV.";[];lbc_ps5_bundles;"[""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
324538;260733BA324538;309;Lot TV SAMSUNG et console de jeux;https://encheres-domaine.gouv.fr/lot/lot-tv-samsung-et-console-de-jeux-doo-1.html;2026-09-17T08:00:00+00:00;30.0;11.0;3.3;non_mentionnee;;0.0;33.3;3;170;300;136.7;266.7;67;moyenne;14;60;"PS4, deux manettes et casque; TV ancienne fortement décotée.";Ensemble non testé, câble console absent, TV rayée.;[];lbc_ps5_bundles;"[""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
297974;260633BA297974;310;Lot informatique : écran, unité centrale et accessoires;https://encheres-domaine.gouv.fr/lot/lot-informatique-ecran-unite-centrale-et-accessoires.html;2026-09-17T08:00:00+00:00;80.0;11.0;8.8;non_mentionnee;;0.0;88.8;8;400;800;311.2;711.2;54;moyenne;21;90;Écran gaming, tour inconnue, manette Astro C40, disques LaCie et petit matériel.;"CPU/RAM de la tour inconnus; tout est non testé; nombreuses petites pièces lentes à écouler.";[];;[];
302000;260633BA302000;311;APPLE iPhone 16 et batterie externe;https://encheres-domaine.gouv.fr/lot/apple-iphone-16-doo-1.html;2026-09-17T08:00:00+00:00;80.0;11.0;8.8;non_mentionnee;;0.0;88.8;6;105;180;16.2;91.2;58;moyenne;21;90;"iPhone 16 valorisé uniquement comme donneur de pièces sous hypothèse iCloud ON; 5-10 EUR pour la batterie externe.";Aucune valeur d'usage: fonctionnement, authenticité des pièces, batterie et état interne inconnus.;"[{""device"": ""iPhone 16 128 Go"", ""imei_suffix"": null, ""find_my_iphone"": ""ON"", ""verification_basis"": ""assumed"", ""checked_on"": null, ""source"": ""Règle prudente demandée — aucun contrôle IMEI revendiqué"", ""valuation_effect"": ""Valeur pièces uniquement ; aucune valeur d'usage ni déblocage futur n'est supposé.""}]";lbc_iphone16;"[""iPhone 16 128 Go d'occasion — leboncoin""]";https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Aapple%2Bphone_memory%3A128go%2Bphone_model%3Aiphone16
296119;260633BA296119;312;Lot APPLE;https://encheres-domaine.gouv.fr/lot/lot-apple-doo-4.html;2026-09-17T08:00:00+00:00;20.0;11.0;2.2;non_mentionnee;;0.0;22.2;10;160;300;137.8;277.8;48;moyenne;30;150;"Valeur pièces du MacBook et des trois iPad mini; l'iPhone X/XS écran HS est aussi limité aux pièces sous hypothèse iCloud ON.";"Écrans HS, modèles/capacités incomplets, aucun chargeur, tout non testé; aucune valeur d'usage pour l'iPhone.";"[{""device"": ""iPhone X ou XS, écran HS"", ""imei_suffix"": null, ""find_my_iphone"": ""ON"", ""verification_basis"": ""assumed"", ""checked_on"": null, ""source"": ""Règle prudente demandée — aucun contrôle IMEI revendiqué"", ""valuation_effect"": ""Valeur pièces uniquement ; aucune valeur d'usage ni déblocage futur n'est supposé.""}]";lbc_macbook_m1;"[""MacBook Air M1 A2337 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/ordinateurs/macbook-air-a2337
324620;260733BA324620;313;Lot multimédia;https://encheres-domaine.gouv.fr/lot/lot-multimedia-doo-6.html;2026-09-17T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;4;180;340;124.5;284.5;59;moyenne;14;75;AirPods Pro, deux Jabra Elite 5 et deux anciennes GoPro valorisés après test.;Authenticité, batteries et fonctionnement non vérifiés.;[];lbc_gopro10;"[""GoPro Hero 10 Black d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/gopro-10-black
340395;260833BA340395;314;Lot de casques de musique LOGITECH;https://encheres-domaine.gouv.fr/lot/lot-de-casque-de-musique-logitech.html;2026-09-17T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;8;600;950;378.0;728.0;78;moyenne;21;120;"Environ 21 EUR/unité pour écoulement en lot; 34 EUR/unité en ventes séparées.";"28 unités non testées; risque de retours; concurrence élevée malgré emballages.";[];lbc_g435;"[""Logitech G435 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/casque-g435
311011;260733BA311011;317;Enceinte MARSHALL;https://encheres-domaine.gouv.fr/lot/enceinte-marshall.html;2026-09-17T08:00:00+00:00;30.0;11.0;3.3;non_mentionnee;;0.0;33.3;3;120;180;86.7;146.7;80;moyenne;7;30;Enceinte visuellement proche d'une Stanmore, annoncée fonctionnelle, avec défaut cosmétique.;"Version exacte non inscrite dans l'annonce; cuir abîmé.";[];lbc_marshall;"[""Marshall Stanmore d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/enceinte-marshall-stanmore
341436;260833BA341436;319;Lot HIFI;https://encheres-domaine.gouv.fr/lot/lot-hifi.html;2026-09-17T08:00:00+00:00;20.0;11.0;2.2;non_mentionnee;;0.0;22.2;10;100;220;77.8;197.8;55;faible;30;120;Somme prudente du Sony GTK, des éléments LG et des petites enceintes.;Tout non testé, câbles LG absents, ensemble hétérogène et encombrant.;[];lbc_jbl;"[""JBL Charge 5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/jbl-charge-5
306147;260633BA306147;321;PC Gamer et souris sans fil;https://encheres-domaine.gouv.fr/lot/pc-gamer-et-souris-sans-fils.html;2026-09-17T08:00:00+00:00;40.0;11.0;4.4;non_mentionnee;;0.0;44.4;4;180;350;135.6;305.6;46;moyenne;21;90;"RTX 2060 et disque 1 To donnent une valeur plancher; bonus si configuration complète correcte.";"CPU, RAM, carte mère et alimentation inconnus; PC poussiéreux et non testé.";[];;[];
303750;260633BA303750;344;Table de mixage PIONEER DJ DDJ-REV7;https://encheres-domaine.gouv.fr/lot/table-de-mixage-pioneer-dans-sa-boite-metallique-et-accessoires-connectiques-associes.html;2026-09-17T08:00:00+00:00;500.0;11.0;55.0;non_mentionnee;;0.0;555.0;9;1200;1650;645.0;1095.0;83;moyenne;14;60;DDJ-REV7 décoté car non testé, flight-case et casque inclus.;"Contrôleur non testé; réparation potentiellement chère; enlèvement spécialisé.";[];lbc_ddj_rev7;"[""Pioneer DDJ-REV7 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/ddj-rev7
304500;260535BR286517;305;Matériel de vidéo conférence;https://encheres-domaine.gouv.fr/lot/videoconference-2.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;1;20;80;-35.5;24.5;25;faible;60;240;Valeur de récupération d'un ancien ensemble Tandberg non inventorié.;"Modèles, complétude et fonctionnement inconnus; technologie probablement obsolète.";[];;[];
299305;260635BA299305;292;Divers informatique;https://encheres-domaine.gouv.fr/lot/divers-informatique.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;2;3200;6200;3144.5;6144.5;58;moyenne;30;180;24 E595, deux Latitude 5300, 10 barrettes 16 Go et disques, avec forte décote non-testé/gros.;"Configurations E595 non précisées; 26 portables non testés; travail de tri et d'effacement.";[];bm_e595,lbc_dell_7490;"[""Lenovo ThinkPad E595 Ryzen 5 16/256 — Back Market"", ""Dell Latitude 7490 i5 d'occasion — leboncoin""]";https://www.backmarket.fr/fr-fr/p/lenovo-e595-15-ryzen-5-3500u-ghz-ssd-256-go-16-go/7c3dcefc-9ebf-48df-8d27-50ff8082cddb | https://www.leboncoin.fr/ck/ordinateurs/pc-portable-dell-latitude-7490-i5
319895;260613BA305232;405;Lot de disques BEATLES;https://encheres-domaine.gouv.fr/lot/lot-de-disques-beatles-1.html;2026-09-24T08:00:00+00:00;75.0;11.0;8.25;non_mentionnee;;0.0;83.25;14;200;360;116.75;276.75;67;moyenne;21;90;Douze rééditions Beatles, pour la plupart scellées, plus photo de faible valeur.;"Pressages/années exacts inconnus; état des pochettes à vérifier.";[];;[];
315491;260713BA315491;406;SONY Playstation 5;https://encheres-domaine.gouv.fr/lot/console-ps5-doo-1.html;2026-09-24T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;12;260;400;38.0;178.0;74;forte;7;30;PS5, DualSense camouflage et trois jeux de sport anciens.;"Fonctionnement inconnu; jeux annuels à faible valeur résiduelle.";[];lbc_ps5,lbc_ps5_bundles;"[""Console Sony PS5 d'occasion — leboncoin"", ""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Asony%2Bconsole_model%3Aps5 | https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
322440;260720BA322440;407;2 consoles XBOX 360S;https://encheres-domaine.gouv.fr/lot/2-consoles-xbox-360s-doo-1.html;2026-09-24T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;10;60;130;-51.0;19.0;75;faible;21;90;Deux Xbox 360 S 4 Go, deux manettes et câblage.;Faible stockage, consoles anciennes, état seulement décrit comme usage.;[];;[];
322018;260713BA322018;408;SONY Playstation 5;https://encheres-domaine.gouv.fr/lot/sony-playstation-5-doo-3.html;2026-09-24T08:00:00+00:00;150.0;11.0;16.5;non_mentionnee;;0.0;166.5;11;250;380;83.5;213.5;74;forte;7;30;PS5 avec boîte, câbles et Modern Warfare III.;"État de fonctionnement inconnu; manette non explicitement listée.";[];lbc_ps5,lbc_ps5_bundles;"[""Console Sony PS5 d'occasion — leboncoin"", ""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Asony%2Bconsole_model%3Aps5 | https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
351136;260920BA351136;409;Lot d'écouteurs APPLE;https://encheres-domaine.gouv.fr/lot/lot-d-ecouteurs-apple-doo-3.html;2026-09-24T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;3;170;260;59.0;149.0;72;forte;7;30;AirPods 3 et AirPods Pro 2 en parfait état annoncé, avec boîtes.;"Authenticité et santé des batteries à vérifier; description des AirPods 3 contient des fonctions incohérentes.";[];;[];
322431;260113BA205866;410;Drône DJI Phantom;https://encheres-domaine.gouv.fr/lot/drone-dji-phantom-5.html;2026-09-24T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;12;80;180;24.5;124.5;48;faible;30;120;DJI Phantom ancien avec radiocommande, valorisé surtout après test.;Version/compatibilité de la radiocommande ambiguë, batterie et chargeur non listés.;[];;[];
